Place,Cases,CasesLast14Days,AvgDailyPer100K,RelativeChange,TotalTested,TotalTestedLast14Days,TotalPositiveLast14Days,PctPositive,ChangePctPositivity,Date
Barnstable,409,11,1.8,Lower,10172,1635,12,0.00733945,No Change,2020-08-19
Pepperell,59,,1.2,Lower,2011,409,3,0.007334963,Lower,2020-08-19
Holden,135,,1.5,No Change,5031,963,7,0.007268951,No Change,2020-08-19
Agawam,516,9,2.2,Lower,8841,1927,14,0.007265179,Lower,2020-08-19
Easton,309,13,3.9,Higher,6767,2065,15,0.007263923,No Change,2020-08-19
Billerica,602,9,1.5,Lower,10191,1522,11,0.007227332,Lower,2020-08-19
Shrewsbury,366,8,1.5,Lower,9043,1663,12,0.007215875,Lower,2020-08-19
Bedford,256,,1.9,Lower,8045,973,7,0.007194245,Lower,2020-08-19
West Springfield,419,5,1.2,Lower,6453,974,7,0.007186858,Lower,2020-08-19
Westminster,34,,1,Higher,1712,279,2,0.007168459,Higher,2020-08-19
Belmont,248,,1,Lower,6113,1131,8,0.007073386,Lower,2020-08-19
Williamsburg,14,,2.9,Lower,864,143,1,0.006993007,Lower,2020-08-19
Sharon,175,,1.2,Lower,4238,722,5,0.006925208,Lower,2020-08-19
Amesbury,197,,1.3,Lower,4048,581,4,0.006884682,Lower,2020-08-19
Blackstone,63,,1.6,Lower,1791,293,2,0.006825939,Lower,2020-08-19
Bourne,168,,1.4,Higher,4810,734,5,0.006811989,Higher,2020-08-19
Oak Bluffs,9,,2.8,Higher,1611,297,2,0.006734007,Higher,2020-08-19
Rowley,68,,2.3,No Change,1627,297,2,0.006734007,No Change,2020-08-19
Wakefield,340,7,1.9,Lower,7748,1189,8,0.006728343,Lower,2020-08-19
Westwood,145,5,2.4,No Change,3890,745,5,0.006711409,Lower,2020-08-19
Needham,370,7,1.7,Lower,8020,1493,10,0.006697924,Lower,2020-08-19
Hatfield,20,,2.2,No Change,726,152,1,0.006578947,No Change,2020-08-19
Hingham,294,5,1.5,Higher,5763,929,6,0.006458558,No Change,2020-08-19
Sterling,128,,1.8,No Change,2380,473,3,0.006342495,No Change,2020-08-19
Cambridge,1071,40,2.5,No Change,43424,7763,49,0.006311993,Lower,2020-08-19
Berlin,22,,2.2,Higher,777,159,1,0.006289308,Higher,2020-08-19
Natick,450,9,1.8,Higher,8516,1590,10,0.006289308,Lower,2020-08-19
Wellfleet,6,,2.6,No Change,700,159,1,0.006289308,No Change,2020-08-19
Wrentham,220,,1.3,Lower,3816,797,5,0.006273526,Lower,2020-08-19
Weston,121,,1.9,No Change,3403,640,4,0.00625,No Change,2020-08-19
North Andover,378,8,1.9,Lower,9554,1609,10,0.00621504,Lower,2020-08-19
Melrose,293,8,2,No Change,8925,1454,9,0.006189821,Lower,2020-08-19
Ludlow,141,,1.4,Lower,4420,658,4,0.006079027,Lower,2020-08-19
Winchendon,91,0,0,Lower,2457,334,2,0.005988024,Lower,2020-08-19
West Newbury,14,0,0,No Change,871,168,1,0.005952381,Lower,2020-08-19
Uxbridge,84,,1.4,No Change,2851,510,3,0.005882353,Lower,2020-08-19
Lancaster,108,,0.8,Lower,1942,344,2,0.005813953,Lower,2020-08-19
Holbrook,205,,0.6,Lower,2740,345,2,0.005797101,Lower,2020-08-19
Grafton,106,,1.4,No Change,3857,696,4,0.005747126,No Change,2020-08-19
Plymouth,618,7,0.8,Lower,14964,1940,11,0.005670103,Lower,2020-08-19
Nahant,44,0,0,Lower,957,177,1,0.005649718,Lower,2020-08-19
Franklin,161,6,1.3,Lower,6425,1257,7,0.005568815,Lower,2020-08-19
Acton,179,5,1.5,Higher,5475,1088,6,0.005514706,Higher,2020-08-19
Sudbury,211,,1.6,Lower,4705,911,5,0.005488474,Lower,2020-08-19
Greenfield,218,,1.6,Lower,4835,733,4,0.005457026,Lower,2020-08-19
Sherborn,19,,1.9,No Change,974,188,1,0.005319149,No Change,2020-08-19
Sturbridge,50,,1.4,Lower,1792,381,2,0.005249344,Lower,2020-08-19
Falmouth,241,5,1.1,Lower,9358,1336,7,0.005239521,No Change,2020-08-19
Norwell,129,,1.3,Lower,2329,387,2,0.005167959,Lower,2020-08-19
Mashpee,76,,0.5,Lower,3980,588,3,0.005102041,Lower,2020-08-19
Ayer,148,,1.8,Lower,4291,394,2,0.005076142,Lower,2020-08-19
North Brookfield,23,,1.5,Lower,951,198,1,0.005050505,Lower,2020-08-19
Marshfield,178,,1.1,Higher,5269,821,4,0.004872107,Higher,2020-08-19
Boylston,24,,1.6,Higher,1030,206,1,0.004854369,Higher,2020-08-19
Foxborough,137,8,3.2,Higher,6522,1856,9,0.004849138,Higher,2020-08-19
Tyngsborough,105,,1.2,Lower,2746,415,2,0.004819277,Lower,2020-08-19
Yarmouth,125,,0.6,Lower,5395,623,3,0.004815409,Lower,2020-08-19
Duxbury,121,,0.5,Lower,3875,624,3,0.004807692,Lower,2020-08-19
Dighton,69,,0.9,No Change,1451,214,1,0.004672897,No Change,2020-08-19
Wayland,115,,1.1,Higher,3466,667,3,0.004497751,Lower,2020-08-19
Pittsfield,212,7,1.1,Lower,11003,1780,8,0.004494382,Lower,2020-08-19
Carlisle,21,,1.5,No Change,1056,224,1,0.004464286,No Change,2020-08-19
Littleton,106,,0.7,Lower,2456,454,2,0.004405286,Lower,2020-08-19
Shirley,179,,0.8,No Change,3495,228,1,0.004385965,No Change,2020-08-19
Maynard,81,,1.4,Lower,2698,458,2,0.004366812,Lower,2020-08-19
Gloucester,280,,1,Lower,6345,922,4,0.004338395,No Change,2020-08-19
Cohasset,29,,1,No Change,1364,231,1,0.004329004,Lower,2020-08-19
Chatham,22,0,0,No Change,1438,236,1,0.004237288,Higher,2020-08-19
Brookline,434,9,1,Higher,14229,2845,12,0.004217926,No Change,2020-08-19
Groveland,42,,1,No Change,1366,239,1,0.0041841,Lower,2020-08-19
Dudley,102,,1.2,Lower,2570,481,2,0.004158004,Lower,2020-08-19
Williamstown,84,,1,Higher,1769,244,1,0.004098361,Higher,2020-08-19
Wellesley,262,5,1.2,Lower,6545,1240,5,0.004032258,Lower,2020-08-19
Medway,125,,1.1,Lower,2798,498,2,0.004016064,Lower,2020-08-19
Salisbury,60,0,0,Lower,1842,255,1,0.003921569,Lower,2020-08-19
Medfield,41,,1.3,Higher,2549,512,2,0.00390625,No Change,2020-08-19
Upton,28,,0.8,Lower,1334,258,1,0.003875969,Lower,2020-08-19
Douglas,50,,0.8,No Change,1561,267,1,0.003745318,No Change,2020-08-19
Scituate,200,,0.4,Lower,3805,534,2,0.003745318,Lower,2020-08-19
Lexington,340,,0.2,Lower,6853,1082,4,0.003696858,Lower,2020-08-19
Reading,312,,1,No Change,6387,1085,4,0.003686636,Lower,2020-08-19
Winchester,127,,1.3,Higher,6274,1123,4,0.003561888,No Change,2020-08-19
Templeton,125,,0.8,Higher,2184,291,1,0.003436426,Higher,2020-08-19
Millis,52,,0.9,No Change,1698,300,1,0.003333333,Lower,2020-08-19
Ashburnham,35,,1.1,Lower,1393,304,1,0.003289474,Lower,2020-08-19
West Bridgewater,145,0,0,Lower,2155,318,1,0.003144654,No Change,2020-08-19
Northborough,229,,0.5,Lower,3895,648,2,0.00308642,Lower,2020-08-19
Boxford,52,,0.9,Lower,1721,325,1,0.003076923,Lower,2020-08-19
Wenham,21,,1.4,No Change,1031,342,1,0.002923977,Lower,2020-08-19
Carver,66,,0.6,No Change,2352,343,1,0.002915452,No Change,2020-08-19
Southwick,58,,0.7,No Change,1865,350,1,0.002857143,No Change,2020-08-19
Dennis,100,,0.5,Lower,2931,359,1,0.002785515,Lower,2020-08-19
Amherst,121,,0.7,Lower,6770,1862,5,0.002685285,Lower,2020-08-19
Norfolk,38,0,0,Lower,3533,384,1,0.002604167,Lower,2020-08-19
Newburyport,119,,0.4,No Change,5399,808,2,0.002475248,Lower,2020-08-19
Great Barrington,75,,1.1,No Change,2650,419,1,0.002386635,No Change,2020-08-19
Raynham,247,,0.5,Lower,3404,447,1,0.002237136,Lower,2020-08-19
Marion,16,,1.5,Lower,1840,448,1,0.002232143,Lower,2020-08-19
Tisbury,12,,1.7,No Change,3056,466,1,0.002145923,No Change,2020-08-19
Arlington,328,,0.2,Lower,11004,2079,4,0.001924002,Lower,2020-08-19
Wareham,225,,0.3,Lower,4788,552,1,0.001811594,Lower,2020-08-19
Sandwich,104,,0.3,Lower,3851,611,1,0.001636661,Lower,2020-08-19
Holliston,65,0,0,Lower,3121,669,1,0.001494768,Lower,2020-08-19
Hopkinton,136,,0.4,Lower,4015,764,1,0.001308901,Lower,2020-08-19
Adams,35,0,0,No Change,1377,233,0,0,No Change,2020-08-19
Avon,81,0,0,No Change,1176,178,0,0,No Change,2020-08-19
Barre,62,0,0,No Change,1170,175,0,0,No Change,2020-08-19
Becket,16,0,0,No Change,336,77,0,0,No Change,2020-08-19
Bernardston,7,0,0,No Change,428,74,0,0,No Change,2020-08-19
Bolton,12,0,0,Lower,1177,252,0,0,Lower,2020-08-19
Boxborough,28,0,0,Lower,1136,234,0,0,Lower,2020-08-19
Brewster,115,0,0,Lower,2432,269,0,0,Lower,2020-08-19
Brimfield,9,0,0,No Change,648,125,0,0,No Change,2020-08-19
Buckland,8,0,0,No Change,60,12,0,0,No Change,2020-08-19
Clarksburg,8,0,0,No Change,243,40,0,0,No Change,2020-08-19
Dalton,18,0,0,Lower,1366,252,0,0,Lower,2020-08-19
Dover,22,0,0,No Change,1183,267,0,0,No Change,2020-08-19
Dunstable,10,0,0,No Change,556,110,0,0,No Change,2020-08-19
East Brookfield,13,0,0,No Change,433,79,0,0,No Change,2020-08-19
Eastham,14,0,0,Lower,927,123,0,0,Lower,2020-08-19
Edgartown,9,0,0,No Change,2435,407,0,0,No Change,2020-08-19
Egremont,7,0,0,No Change,171,24,0,0,No Change,2020-08-19
Erving,6,0,0,No Change,326,44,0,0,No Change,2020-08-19
Essex,24,0,0,No Change,694,106,0,0,No Change,2020-08-19
Goshen,5,0,0,No Change,94,20,0,0,No Change,2020-08-19
Granville,12,0,0,No Change,301,43,0,0,No Change,2020-08-19
Groton,44,0,0,No Change,2431,486,0,0,No Change,2020-08-19
Hadley,46,0,0,No Change,2300,322,0,0,No Change,2020-08-19
Halifax,59,0,0,No Change,1547,244,0,0,No Change,2020-08-19
Hardwick,10,0,0,No Change,411,59,0,0,No Change,2020-08-19
Harvard,18,0,0,No Change,1220,259,0,0,No Change,2020-08-19
Hawley,0,0,0,No Change,31,3,0,0,No Change,2020-08-19
Heath,0,0,0,No Change,61,5,0,0,No Change,2020-08-19
Hinsdale,5,0,0,No Change,470,83,0,0,No Change,2020-08-19
Hubbardston,8,0,0,Lower,873,131,0,0,Lower,2020-08-19
Huntington,14,0,0,No Change,471,82,0,0,No Change,2020-08-19
Lanesborough,8,0,0,No Change,529,96,0,0,No Change,2020-08-19
Lee,22,0,0,No Change,1291,214,0,0,Lower,2020-08-19
Lenox,17,0,0,Lower,1672,244,0,0,Lower,2020-08-19
Leyden,0,0,0,No Change,28,5,0,0,No Change,2020-08-19
Manchester,21,0,0,No Change,988,177,0,0,No Change,2020-08-19
Mendon,33,0,0,No Change,1158,228,0,0,Lower,2020-08-19
Merrimac,36,0,0,Lower,1347,227,0,0,Lower,2020-08-19
Middlefield,0,0,0,No Change,28,6,0,0,No Change,2020-08-19
Monroe,0,0,0,No Change,13,2,0,0,No Change,2020-08-19
Montague,29,0,0,No Change,1844,299,0,0,No Change,2020-08-19
Mount Washington,0,0,0,No Change,6,2,0,0,No Change,2020-08-19
New Ashford,0,0,0,No Change,26,7,0,0,No Change,2020-08-19
Newbury,17,0,0,Lower,1426,216,0,0,Lower,2020-08-19
North Adams,51,0,0,Lower,2173,337,0,0,Lower,2020-08-19
Oakham,10,0,0,Lower,386,69,0,0,Lower,2020-08-19
Orange,44,0,0,No Change,1970,324,0,0,Lower,2020-08-19
Orleans,18,0,0,No Change,1094,146,0,0,No Change,2020-08-19
Petersham,8,0,0,No Change,254,40,0,0,No Change,2020-08-19
Plympton,12,0,0,No Change,546,78,0,0,No Change,2020-08-19
Princeton,8,0,0,No Change,832,193,0,0,No Change,2020-08-19
Richmond,5,0,0,No Change,274,55,0,0,No Change,2020-08-19
Rowe,0,0,0,No Change,73,15,0,0,No Change,2020-08-19
Sheffield,16,0,0,No Change,607,95,0,0,No Change,2020-08-19
Shelburne,8,0,0,No Change,738,106,0,0,No Change,2020-08-19
Southampton,33,0,0,No Change,1119,211,0,0,No Change,2020-08-19
Southborough,43,0,0,No Change,2258,434,0,0,No Change,2020-08-19
Stockbridge,15,0,0,No Change,496,65,0,0,No Change,2020-08-19
Stow,28,0,0,Lower,1613,345,0,0,Lower,2020-08-19
Sunderland,10,0,0,Lower,756,199,0,0,Lower,2020-08-19
Truro,11,0,0,Lower,457,60,0,0,Lower,2020-08-19
Wales,5,0,0,No Change,289,65,0,0,No Change,2020-08-19
Warren,26,0,0,No Change,829,134,0,0,No Change,2020-08-19
Warwick,0,0,0,No Change,139,23,0,0,No Change,2020-08-19
Wendell,0,0,0,No Change,181,31,0,0,No Change,2020-08-19
Westhampton,6,0,0,No Change,221,40,0,0,No Change,2020-08-19
Windsor,0,0,0,No Change,146,20,0,0,No Change,2020-08-19
Worthington,0,0,0,No Change,234,47,0,0,No Change,2020-08-19
Gosnold,5,0,0,No Change,104,,0,,No Change,2020-08-19
Unknown,278,47,,*,64896,9538,48,,*,2020-08-19
Lynn,4435,236,16.7,Lower,39228,5262,320,0.060813379,Lower,2020-08-26
Chelsea,3309,168,31.9,Higher,21835,3112,189,0.060732648,Higher,2020-08-26
Whately,8,,4.9,No Change,175,36,2,0.055555556,Higher,2020-08-26
Revere,2275,174,20.4,Higher,23195,4231,233,0.055069723,No Change,2020-08-26
Westhampton,7,,8.4,Higher,241,37,2,0.054054054,Higher,2020-08-26
Everett,2025,93,13.7,Higher,18004,2229,103,0.046209062,Higher,2020-08-26
Chesterfield,6,,11.7,No Change,201,44,2,0.045454545,Lower,2020-08-26
Phillipston,18,,8.3,Higher,348,45,2,0.044444444,Higher,2020-08-26
Sandisfield,8,,15.3,Higher,397,55,2,0.036363636,No Change,2020-08-26
Lawrence,4034,124,10,Higher,35408,4253,152,0.035739478,Higher,2020-08-26
Swansea,167,17,7.6,Higher,3889,545,18,0.033027523,Higher,2020-08-26
Brockton,4584,116,8.4,Lower,36209,4521,148,0.03273612,Lower,2020-08-26
Winthrop,360,26,9.9,Lower,6555,1076,32,0.029739777,Lower,2020-08-26
Framingham,1960,91,8.7,Higher,21864,3594,100,0.027824151,Higher,2020-08-26
Ashby,18,,6.2,Higher,636,108,3,0.027777778,Higher,2020-08-26
Saugus,638,26,6.5,Lower,8915,1292,34,0.026315789,Lower,2020-08-26
Sutton,68,10,8,Higher,2085,417,10,0.023980815,Higher,2020-08-26
Methuen,1143,46,6.1,Higher,15856,2178,51,0.023415978,Higher,2020-08-26
New Marlborough,9,,4.7,No Change,207,43,1,0.023255814,Lower,2020-08-26
Hanson,120,6,4,Lower,2367,358,8,0.022346369,Lower,2020-08-26
Berkley,81,,4.2,Higher,1574,224,5,0.022321429,Higher,2020-08-26
Milford,708,25,6.1,Higher,9453,1353,29,0.021433851,Higher,2020-08-26
Clinton,279,13,6.6,Higher,4287,611,13,0.021276596,Higher,2020-08-26
North Attleborough,301,16,3.8,Lower,5661,991,21,0.021190716,Lower,2020-08-26
Peabody,1134,39,5,Lower,17226,2533,53,0.020923806,Lower,2020-08-26
Brookfield,26,,5.9,Lower,873,195,4,0.020512821,Lower,2020-08-26
Athol,81,12,7.2,Higher,3527,590,12,0.020338983,No Change,2020-08-26
New Bedford,2357,60,4.3,Lower,30408,3395,69,0.020324006,Lower,2020-08-26
Marlborough,1099,31,5.1,Lower,14522,1810,36,0.019889503,Lower,2020-08-26
Salem,759,41,6.5,Lower,14660,2896,57,0.01968232,Lower,2020-08-26
Spencer,82,10,6.2,Lower,2915,526,10,0.019011407,Lower,2020-08-26
Lakeville,70,7,4.4,Higher,2327,427,8,0.018735363,Higher,2020-08-26
South Hadley,209,18,7.1,Lower,4322,1243,23,0.01850362,Lower,2020-08-26
Hudson,217,13,4.4,Higher,5136,813,15,0.018450185,Higher,2020-08-26
Swampscott,157,11,5.7,Higher,4563,714,13,0.018207283,Higher,2020-08-26
Boston,16002,691,7.1,Higher,248852,45494,826,0.01815624,Lower,2020-08-26
Bellingham,157,11,4.4,No Change,3735,609,11,0.018062397,Lower,2020-08-26
Palmer,70,7,4.2,Lower,2566,446,8,0.01793722,Lower,2020-08-26
West Stockbridge,6,,6,No Change,313,58,1,0.017241379,No Change,2020-08-26
Springfield,3201,72,3.2,Lower,41415,6109,103,0.01686037,Lower,2020-08-26
Abington,257,8,3.2,Higher,4209,658,11,0.016717325,Higher,2020-08-26
Fall River,1887,45,3.6,Lower,30463,3721,62,0.016662188,Lower,2020-08-26
Malden,1384,34,3.6,Lower,19243,2835,47,0.016578483,Lower,2020-08-26
West Boylston,65,,3.6,No Change,2102,364,6,0.016483516,Higher,2020-08-26
Canton,334,16,5,Lower,7756,1362,22,0.016152717,Lower,2020-08-26
